Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2020 JIF
ADVANCED MATERIALS,ADVANCED MATERIALS,0935-9648,1521-4095,"CHEMISTRY, MULTIDISCIPLINARY - SCIE(Q1); MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q1); PHYSICS, APPLIED - SCIE(Q1); CHEMISTRY, PHYSICAL - SCIE(Q1); PHYSICS, CONDENSED MATTER - SCIE(Q1); NANOSCIENCE & NANOTECHNOLOGY - SCIE(Q1)",29.561,30.849
Lancet Respiratory Medicine,Lancet Respiratory Medicine,2213-2600,N/A,RESPIRATORY SYSTEM - SCIE(Q1); CRITICAL CARE MEDICINE - SCIE(Q1),30.143,30.7
Annual Review of Astronomy and Astrophysics,Annual Review of Astronomy and Astrophysics,0066-4146,1545-4282,ASTRONOMY & ASTROPHYSICS - SCIE(Q1),29.742,30.065
EUROPEAN HEART JOURNAL,EUROPEAN HEART JOURNAL,0195-668X,1522-9645,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE(Q1),28.341,29.983
CIRCULATION,CIRCULATION,0009-7322,1524-4539,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE(Q1); PERIPHERAL VASCULAR DISEASE - SCIE(Q1),28.874,29.69
PROGRESS IN ENERGY AND COMBUSTION SCIENCE,PROGRESS IN ENERGY AND COMBUSTION SCIENCE,0360-1285,1873-216X,"THERMODYNAMICS - SCIE(Q1); ENGINEERING, MECHANICAL - SCIE(Q1); ENERGY & FUELS - SCIE(Q1); ENGINEERING, CHEMICAL - SCIE(Q1)",28.894,29.394
Advanced Energy Materials,Advanced Energy Materials,1614-6832,1614-6840,"CHEMISTRY, PHYSICAL - SCIE(Q1); ENERGY & FUELS - SCIE(Q1); MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q1); PHYSICS, CONDENSED MATTER - SCIE(Q1); PHYSICS, APPLIED - SCIE(Q1)",27.89,29.368
PROGRESS IN POLYMER SCIENCE,PROGRESS IN POLYMER SCIENCE,0079-6700,1873-1619,POLYMER SCIENCE - SCIE(Q1),28.942,29.19
Electrochemical Energy Reviews,Electrochemical Energy Reviews,2520-8489,2520-8136,ELECTROCHEMISTRY - SCIE(Q1),28.619,28.905
NATURE CELL BIOLOGY,NATURE CELL BIOLOGY,1465-7392,1476-4679,CELL BIOLOGY - SCIE(Q1),28.612,28.824
NATURE METHODS,NATURE METHODS,1548-7091,1548-7105,BIOCHEMICAL RESEARCH METHODS - SCIE(Q1),27.919,28.547
Annual Review of Immunology,Annual Review of Immunology,0732-0582,1545-3278,IMMUNOLOGY - SCIE(Q1),28.418,28.527
Nature Reviews Nephrology,Nature Reviews Nephrology,1759-5061,1759-507X,UROLOGY & NEPHROLOGY - SCIE(Q1),27.674,28.314
Molecular Cancer,Molecular Cancer,N/A,1476-4598,ONCOLOGY - SCIE(Q1); BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q1),26.452,27.401
Cell Metabolism,Cell Metabolism,1550-4131,1932-7420,CELL BIOLOGY - SCIE(Q1); ENDOCRINOLOGY & METABOLISM - SCIE(Q1),26.815,27.287
Lancet Psychiatry,Lancet Psychiatry,2215-0374,N/A,PSYCHIATRY - SCIE(Q1); PSYCHIATRY - SSCI(Q1),26.455,27.083
Lancet Psychiatry,Lancet Psychiatry,2215-0374,N/A,PSYCHIATRY - SCIE(Q1); PSYCHIATRY - SSCI(Q1),26.455,27.083
Lancet Global Health,Lancet Global Health,2214-109X,2214-109X,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE(Q1); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI(Q1)",26.346,26.763
Lancet Global Health,Lancet Global Health,2214-109X,2214-109X,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE(Q1); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI(Q1)",26.346,26.763
Annual Review of Plant Biology,Annual Review of Plant Biology,1543-5008,1545-2123,PLANT SCIENCES - SCIE(Q1),26.172,26.379
CLINICAL MICROBIOLOGY REVIEWS,CLINICAL MICROBIOLOGY REVIEWS,0893-8512,1098-6618,MICROBIOLOGY - SCIE(Q1),25.971,26.132
Journal of Extracellular Vesicles,Journal of Extracellular Vesicles,N/A,2001-3078,CELL BIOLOGY - SCIE(Q1),23.897,25.841
Nature Biomedical Engineering,Nature Biomedical Engineering,2157-846X,2157-846X,"ENGINEERING, BIOMEDICAL - SCIE(Q1)",25.378,25.671
CELL RESEARCH,CELL RESEARCH,1001-0602,1748-7838,CELL BIOLOGY - SCIE(Q1),25.352,25.617
NATURE IMMUNOLOGY,NATURE IMMUNOLOGY,1529-2908,1529-2916,IMMUNOLOGY - SCIE(Q1),25.13,25.606
PHYSICS REPORTS-REVIEW SECTION OF PHYSICS LETTERS,PHYSICS REPORTS-REVIEW SECTION OF PHYSICS LETTERS,0370-1573,1873-6270,"PHYSICS, MULTIDISCIPLINARY - SCIE(Q1)",25.379,25.6
PHARMACOLOGICAL REVIEWS,PHARMACOLOGICAL REVIEWS,0031-6997,1521-0081,PHARMACOLOGY & PHARMACY - SCIE(Q1),25.362,25.468
InfoMat,InfoMat,N/A,2567-3165,"MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q1)",23.459,25.405
ANNALS OF INTERNAL MEDICINE,ANNALS OF INTERNAL MEDICINE,0003-4819,1539-3704,"MEDICINE, GENERAL & INTERNAL - SCIE(Q1)",24.736,25.391
ADVANCES IN PHYSICS,ADVANCES IN PHYSICS,0001-8732,1460-6976,"PHYSICS, CONDENSED MATTER - SCIE(Q1)",25.25,25.375
ASTRONOMY AND ASTROPHYSICS REVIEW,ASTRONOMY AND ASTROPHYSICS REVIEW,0935-4956,1432-0754,ASTRONOMY & ASTROPHYSICS - SCIE(Q1),25.071,25.357
Nature Climate Change,Nature Climate Change,1758-678X,1758-6798,ENVIRONMENTAL STUDIES - SSCI(Q1); ENVIRONMENTAL SCIENCES - SCIE(Q1); METEOROLOGY & ATMOSPHERIC SCIENCES - SCIE(Q1),24.624,25.29
Nature Climate Change,Nature Climate Change,1758-678X,1758-6798,ENVIRONMENTAL STUDIES - SSCI(Q1); ENVIRONMENTAL SCIENCES - SCIE(Q1); METEOROLOGY & ATMOSPHERIC SCIENCES - SCIE(Q1),24.624,25.29
IEEE Communications Surveys and Tutorials,IEEE Communications Surveys and Tutorials,N/A,1553-877X,"TELECOMMUNICATIONS - SCIE(Q1); COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE(Q1)",24.359,25.249
Wiley Interdisciplinary Reviews-Computational Molecular Science,Wiley Interdisciplinary Reviews-Computational Molecular Science,1759-0876,1759-0884,"CHEMISTRY, MULTIDISCIPLINARY - SCIE(Q1); MATHEMATICAL & COMPUTATIONAL BIOLOGY - SCIE(Q1)",24.563,25.113
JOURNAL OF HEPATOLOGY,JOURNAL OF HEPATOLOGY,0168-8278,1600-0641,GASTROENTEROLOGY & HEPATOLOGY - SCIE(Q1),24.059,25.083
LANCET INFECTIOUS DISEASES,LANCET INFECTIOUS DISEASES,1473-3099,1474-4457,INFECTIOUS DISEASES - SCIE(Q1),24.519,25.071
NATURE NEUROSCIENCE,NATURE NEUROSCIENCE,1097-6256,1546-1726,NEUROSCIENCES - SCIE(Q1),24.315,24.884
Cell Stem Cell,Cell Stem Cell,1934-5909,1875-9777,CELL BIOLOGY - SCIE(Q1); CELL & TISSUE ENGINEERING - SCIE(Q1),23.987,24.633
Lancet Digital Health,Lancet Digital Health,N/A,2589-7500,"MEDICAL INFORMATICS - SCIE(Q1); MEDICINE, GENERAL & INTERNAL - SCIE(Q1)",23.926,24.519
Nature Chemistry,Nature Chemistry,1755-4330,1755-4349,"CHEMISTRY, MULTIDISCIPLINARY - SCIE(Q1)",24.235,24.427
Annual Review of Psychology,Annual Review of Psychology,0066-4308,1545-2085,"PSYCHOLOGY - SCIE(Q1); PSYCHOLOGY, MULTIDISCIPLINARY - SSCI(Q1)",24.098,24.137
Annual Review of Psychology,Annual Review of Psychology,0066-4308,1545-2085,"PSYCHOLOGY - SCIE(Q1); PSYCHOLOGY, MULTIDISCIPLINARY - SSCI(Q1)",24.098,24.137
JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,0735-1097,1558-3597,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE(Q1),22.916,24.094
Trends in Chemistry,Trends in Chemistry,N/A,2589-5974,"CHEMISTRY, MULTIDISCIPLINARY - SCIE(Q1)",23.806,24.081
Science Robotics,Science Robotics,2470-9476,2470-9476,ROBOTICS - SCIE(Q1),22.922,23.748
Annual Review of Biochemistry,Annual Review of Biochemistry,0066-4154,1545-4509,BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q1),23.571,23.643
Annual Review of Pathology-Mechanisms of Disease,Annual Review of Pathology-Mechanisms of Disease,1553-4006,1553-4014,PATHOLOGY - SCIE(Q1),23.417,23.472
ACS Energy Letters,ACS Energy Letters,2380-8195,2380-8195,"ELECTROCHEMISTRY - SCIE(Q1); MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q1); NANOSCIENCE & NANOTECHNOLOGY - SCIE(Q1); CHEMISTRY, PHYSICAL - SCIE(Q1); ENERGY & FUELS - SCIE(Q1)",21.918,23.101
GUT,GUT,0017-5749,1468-3288,GASTROENTEROLOGY & HEPATOLOGY - SCIE(Q1),22.398,23.059
Chem,Chem,2451-9294,2451-9294,"CHEMISTRY, MULTIDISCIPLINARY - SCIE(Q1)",22.471,22.804
GASTROENTEROLOGY,GASTROENTEROLOGY,0016-5085,1528-0012,GASTROENTEROLOGY & HEPATOLOGY - SCIE(Q1),21.884,22.682
ACCOUNTS OF CHEMICAL RESEARCH,ACCOUNTS OF CHEMICAL RESEARCH,0001-4842,1520-4898,"CHEMISTRY, MULTIDISCIPLINARY - SCIE(Q1)",22.267,22.384
COORDINATION CHEMISTRY REVIEWS,COORDINATION CHEMISTRY REVIEWS,0010-8545,1873-3840,"CHEMISTRY, INORGANIC & NUCLEAR - SCIE(Q1)",21.45,22.315
BLOOD,BLOOD,0006-4971,1528-0020,HEMATOLOGY - SCIE(Q1),21.363,22.113
REVIEWS OF GEOPHYSICS,REVIEWS OF GEOPHYSICS,8755-1209,1944-9208,GEOCHEMISTRY & GEOPHYSICS - SCIE(Q1),21.725,22.0
Annual Review of Public Health,Annual Review of Public Health,0163-7525,1545-2093,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE(Q1); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI(Q1)",21.796,21.981
Annual Review of Public Health,Annual Review of Public Health,0163-7525,1545-2093,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE(Q1); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI(Q1)",21.796,21.981
JAMA Internal Medicine,JAMA Internal Medicine,2168-6106,2168-6114,"MEDICINE, GENERAL & INTERNAL - SCIE(Q1)",21.266,21.873
Lancet Public Health,Lancet Public Health,2468-2667,2468-2667,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE(Q1); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI(Q1)",21.44,21.648
Lancet Public Health,Lancet Public Health,2468-2667,2468-2667,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE(Q1); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI(Q1)",21.44,21.648
JAMA Psychiatry,JAMA Psychiatry,2168-622X,2168-6238,PSYCHIATRY - SCIE(Q1); PSYCHIATRY - SSCI(Q1),20.752,21.596
JAMA Psychiatry,JAMA Psychiatry,2168-622X,2168-6238,PSYCHIATRY - SCIE(Q1); PSYCHIATRY - SSCI(Q1),20.752,21.596
Alzheimers & Dementia,Alzheimers & Dementia,1552-5260,1552-5279,CLINICAL NEUROLOGY - SCIE(Q1),20.819,21.566
AMERICAN JOURNAL OF RESPIRATORY AND CRITICAL CARE MEDICINE,AMERICAN JOURNAL OF RESPIRATORY AND CRITICAL CARE MEDICINE,1073-449X,1535-4970,RESPIRATORY SYSTEM - SCIE(Q1); CRITICAL CARE MEDICINE - SCIE(Q1),19.705,21.405
PROGRESS IN RETINAL AND EYE RESEARCH,PROGRESS IN RETINAL AND EYE RESEARCH,1350-9462,1873-1635,OPHTHALMOLOGY - SCIE(Q1),20.384,21.198
Cell Host & Microbe,Cell Host & Microbe,1931-3128,1934-6069,VIROLOGY - SCIE(Q1); PARASITOLOGY - SCIE(Q1); MICROBIOLOGY - SCIE(Q1),20.56,21.023
TRENDS IN CELL BIOLOGY,TRENDS IN CELL BIOLOGY,0962-8924,1879-3088,CELL BIOLOGY - SCIE(Q1),20.719,20.808
Nano Today,Nano Today,1748-0132,1878-044X,"CHEMISTRY, MULTIDISCIPLINARY - SCIE(Q1); MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q1); NANOSCIENCE & NANOTECHNOLOGY - SCIE(Q1)",20.269,20.722
International Review of Sport and Exercise Psychology,International Review of Sport and Exercise Psychology,1750-984X,1750-9858,"PSYCHOLOGY, APPLIED - SSCI(Q1); HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI(Q2)",20.043,20.652
Nature Reviews Rheumatology,Nature Reviews Rheumatology,1759-4790,1759-4804,RHEUMATOLOGY - SCIE(Q1),20.138,20.543
FUNGAL DIVERSITY,FUNGAL DIVERSITY,1560-2745,1878-9129,MYCOLOGY - SCIE(Q1),17.279,20.372
TRENDS IN COGNITIVE SCIENCES,TRENDS IN COGNITIVE SCIENCES,1364-6613,1879-307X,"NEUROSCIENCES - SCIE(Q1); PSYCHOLOGY, EXPERIMENTAL - SSCI(Q1); BEHAVIORAL SCIENCES - SCIE(Q1)",19.636,20.229
TRENDS IN COGNITIVE SCIENCES,TRENDS IN COGNITIVE SCIENCES,1364-6613,1879-307X,"NEUROSCIENCES - SCIE(Q1); PSYCHOLOGY, EXPERIMENTAL - SSCI(Q1); BEHAVIORAL SCIENCES - SCIE(Q1)",19.636,20.229
CATALYSIS REVIEWS-SCIENCE AND ENGINEERING,CATALYSIS REVIEWS-SCIENCE AND ENGINEERING,0161-4940,1520-5703,"CHEMISTRY, PHYSICAL - SCIE(Q1)",20.087,20.217
Advances in Optics and Photonics,Advances in Optics and Photonics,1943-8206,N/A,OPTICS - SCIE(Q1),19.964,20.107
EUROPEAN UROLOGY,EUROPEAN UROLOGY,0302-2838,1873-7560,UROLOGY & NEPHROLOGY - SCIE(Q1),19.023,20.096
Nature Physics,Nature Physics,1745-2473,1745-2481,"PHYSICS, MULTIDISCIPLINARY - SCIE(Q1)",19.68,20.034
ENDOCRINE REVIEWS,ENDOCRINE REVIEWS,0163-769X,1945-7189,ENDOCRINOLOGY & METABOLISM - SCIE(Q1),19.71,19.871
Annual Review of Entomology,Annual Review of Entomology,0066-4170,1545-4487,ENTOMOLOGY - SCIE(Q1),19.588,19.686
INTERNATIONAL MATERIALS REVIEWS,INTERNATIONAL MATERIALS REVIEWS,0950-6608,1743-2804,"MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q1)",19.471,19.559
TRENDS IN BIOTECHNOLOGY,TRENDS IN BIOTECHNOLOGY,0167-7799,1879-3096,BIOTECHNOLOGY & APPLIED MICROBIOLOGY - SCIE(Q1),19.205,19.536
APPLIED CATALYSIS B-ENVIRONMENTAL,APPLIED CATALYSIS B-ENVIRONMENTAL,0926-3373,1873-3883,"CHEMISTRY, PHYSICAL - SCIE(Q1); ENGINEERING, CHEMICAL - SCIE(Q1); ENGINEERING, ENVIRONMENTAL - SCIE(Q1)",17.995,19.503
Nature Sustainability,Nature Sustainability,2398-9629,2398-9629,ENVIRONMENTAL STUDIES - SSCI(Q1); ENVIRONMENTAL SCIENCES - SCIE(Q1); GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - SSCI(Q1),18.81,19.346
Nature Sustainability,Nature Sustainability,2398-9629,2398-9629,ENVIRONMENTAL STUDIES - SSCI(Q1); ENVIRONMENTAL SCIENCES - SCIE(Q1); GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - SSCI(Q1),18.81,19.346
Annual Review of Physiology,Annual Review of Physiology,0066-4278,1545-1585,PHYSIOLOGY - SCIE(Q1),19.318,19.318
Lancet Planetary Health,Lancet Planetary Health,2542-5196,2542-5196,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI(Q1); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE(Q1); ENVIRONMENTAL SCIENCES - SCIE(Q1)",18.8,19.173
Lancet Planetary Health,Lancet Planetary Health,2542-5196,2542-5196,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI(Q1); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE(Q1); ENVIRONMENTAL SCIENCES - SCIE(Q1)",18.8,19.173
Applied Physics Reviews,Applied Physics Reviews,1931-9401,1931-9401,"PHYSICS, APPLIED - SCIE(Q1)",18.906,19.162
DIABETES CARE,DIABETES CARE,0149-5992,1935-5548,ENDOCRINOLOGY & METABOLISM - SCIE(Q1),18.209,19.112
ANNALS OF THE RHEUMATIC DISEASES,ANNALS OF THE RHEUMATIC DISEASES,0003-4967,1468-2060,RHEUMATOLOGY - SCIE(Q1),17.412,19.103
Lancet Haematology,Lancet Haematology,2352-3026,N/A,HEMATOLOGY - SCIE(Q1),18.608,18.959
