DOI,Título,Autores,Año,Citas,Revista
10.1016/j.csl.2009.04.002,Dynamic Bayesian networks and variable length genetic algorithm for designing cue-based model for dialogue act recognition,Anwar Ali Yahya and Ramlan Mahmod and Abd Rahman Ramli,2010,3,Computer Speech &amp; Language
10.1016/s0885-2308(05)00046-x,Subject Index to Volume 18 - autogenerate,,2005,0,Computer Speech &amp; Language
10.1016/j.csl.2017.05.010,Influence of speaker familiarity on blind and visually impaired children’s and young adults’ perception of synthetic voices,Michael Pucher and Bettina Zillinger and Markus Toman and Dietmar Schabus and Cassia Valentini-Botinhao and Junichi Yamagishi and Erich Schmid and Thomas Woltron,2017,3,Computer Speech &amp; Language
10.1016/j.csl.2015.04.001,HMM-based expressive singing voice synthesis with singing style control and robust pitch modeling,Takashi Nose and Misa Kanemoto and Tomoki Koriyama and Takao Kobayashi,2015,7,Computer Speech &amp; Language
10.1016/j.csl.2015.05.006,Introduction for Speech and language for interactive robots,Heriberto Cuayáhuitl and Kazunori Komatani and Gabriel Skantze,2015,4,Computer Speech &amp; Language
10.1016/j.csl.2020.101080,End-to-end response selection based on multi-level context response matching,Basma El Amel Boussaha and Nicolas Hernandez and Christine Jacquin and Emmanuel Morin,2020,0,Computer Speech &amp; Language
10.1016/j.csl.2010.05.008,Usability assessment of text-to-speech synthesis for additional detail in an automated telephone banking system,Hazel Morton and Nancie Gunson and Diarmid Marshall and Fergus McInnes and Andrea Ayres and Mervyn Jack,2011,4,Computer Speech &amp; Language
10.1016/j.csl.2006.01.001,Backoff hierarchical class n-gram language models: effectiveness to model unseen events in speech recognition,Imed Zitouni,2007,18,Computer Speech &amp; Language
10.1016/s0885-2308(08)00041-7,IFC,,2009,0,Computer Speech &amp; Language
10.1016/j.csl.2011.02.001,Network based models of cognitive and social dynamics of human languages,Animesh Mukherjee and Monojit Choudhury and Samer Hassan and Smaranda Muresan,2011,0,Computer Speech &amp; Language
10.1016/j.csl.2017.02.004,"Room-localized spoken command recognition in multi-room, multi-microphone environments",Isidoros Rodomagoulakis and Athanasios Katsamanis and Gerasimos Potamianos and Panagiotis Giannoulis and Antigoni Tsiami and Petros Maragos,2017,7,Computer Speech &amp; Language
10.1016/j.csl.2017.01.007,Context-dependent word representation for neural machine translation,Heeyoul Choi and Kyunghyun Cho and Yoshua Bengio,2017,40,Computer Speech &amp; Language
10.1016/j.csl.2012.05.003,Hierarchical ANN system for stuttering identification,Izabela Świetlicka and Wiesława Kuniszyk-Jóźkowiak and Elżbieta Smołka,2013,14,Computer Speech &amp; Language
10.1016/j.csl.2011.11.003,Vocal markers of emotion: Comparing induction and acting elicitation,Klaus R. Scherer,2013,49,Computer Speech &amp; Language
10.1016/j.csl.2014.01.003,Speaker-sensitive emotion recognition via ranking: Studies on acted and spontaneous speech,Houwei Cao and Ragini Verma and Ani Nenkova,2015,58,Computer Speech &amp; Language
10.1016/j.csl.2016.11.002,DNN adaptation by automatic quality estimation of ASR hypotheses,Daniele Falavigna and Marco Matassoni and Shahab Jalalvand and Matteo Negri and Marco Turchi,2017,6,Computer Speech &amp; Language
10.1016/s0885-2308(03)00034-2,On automatic phonetic transcription quality: lower word error rates do not guarantee better transcriptions,Judith M. Kessens and Helmer Strik,2004,6,Computer Speech &amp; Language
10.1016/j.csl.2007.07.001,Practical use of non-local features for statistical spoken language understanding,Minwoo Jeong and Gary Geunbae Lee,2008,12,Computer Speech &amp; Language
10.1016/s0885-2308(00)90157-8,Subject Index to Volume 14,,2000,0,Computer Speech &amp; Language
10.1016/j.csl.2014.10.006,A perceptually-motivated low-complexity instantaneous linear channel normalization technique applied to speaker verification,Victor Poblete and Felipe Espic and Simon King and Richard M. Stern and Fernando Huenupán and Josué Fredes and Nestor Becerra Yoma,2015,6,Computer Speech &amp; Language
10.1016/j.csl.2017.03.004,Partial matching and search space reduction for QbE-STD,Maulik C. Madhavi and Hemant A. Patil,2017,14,Computer Speech &amp; Language
10.1016/j.csl.2010.04.003,The user model-based summarize and refine approach improves information presentation in spoken dialog systems,Andi K. Winterboer and Martin I. Tietze and Maria K. Wolters and Johanna D. Moore,2011,5,Computer Speech &amp; Language
10.1016/j.csl.2009.04.009,A combination of data mining method with decision trees building for Speech/Music discrimination,Qiong Wu and Qin Yan and Haojiang Deng and Jinlin Wang,2010,9,Computer Speech &amp; Language
10.1016/j.csl.2019.06.007,Extending sparse text with induced domain-specific lexicons and embeddings: A case study on predicting donations,MeiXing Dong and Rada Mihalcea and Dragomir Radev,2020,1,Computer Speech &amp; Language
10.1016/j.csl.2013.12.003,Improved open-vocabulary spoken content retrieval with word and subword lattices using acoustic feature similarity,Hung-yi Lee and Po-wei Chou and Lin-shan Lee,2014,5,Computer Speech &amp; Language
10.1016/j.csl.2020.101139,Speaker clustering quality estimation with logistic regression,Yishai Cohen and Itshak Lapidot,2021,0,Computer Speech &amp; Language
10.1016/s0885-2308(02)00052-9,The effect of pruning and compression on graphical representations of the output of a speech recognizer,Yang Liu and Mary P Harper and Michael T Johnson and Leah H Jamieson,2003,2,Computer Speech &amp; Language
10.1016/j.csl.2019.06.004,Analysis of DNN Speech Signal Enhancement for Robust Speaker Recognition,Ondřej Novotný and Oldřich Plchot and Ondřej Glembek and Jan “Honza” Černocký and Lukáš Burget,2019,19,Computer Speech &amp; Language
10.1016/j.csl.2015.11.003,Ensemble of deep neural networks using acoustic environment classification for statistical model-based voice activity detection,Inyoung Hwang and Hyung-Min Park and Joon-Hyuk Chang,2016,33,Computer Speech &amp; Language
10.1016/j.csl.2015.03.003,A survey on sound source localization in robotics: From binaural to array processing methods,S. Argentieri and P. Danès and P. Souères,2015,97,Computer Speech &amp; Language
10.1016/j.csl.2023.101502,Learning to extract from multiple perspectives for neural keyphrase extraction,Mingyang Song and Lin Xiao and Liping Jing,2023,0,Computer Speech &amp; Language
10.1016/j.csl.2017.06.004,Characterisation of voice quality of Parkinson’s disease using differential phonological posterior features,Milos Cernak and Juan Rafael Orozco-Arroyave and Frank Rudzicz and Heidi Christensen and Juan Camilo Vásquez-Correa and Elmar Nöth,2017,31,Computer Speech &amp; Language
10.1016/j.csl.2017.01.011,Generalized Viterbi-based models for time-series segmentation and clustering applied to speaker diarization,Itshak Lapidot and Alon Shoa and Tal Furmanov and Lidiya Aminov and Ami Moyal and Jean-François Bonastre,2017,5,Computer Speech &amp; Language
10.1016/j.csl.2020.101130,Towards a speech therapy support system based on phonological processes early detection,Maria Helena Franciscatto and Marcos Didonet Del Fabro and João Carlos Damasceno Lima and Celio Trois and Augusto Moro and Vinícius Maran and Marcia Keske-Soares,2021,5,Computer Speech &amp; Language
10.1016/j.csl.2012.11.002,Improved automatic detection of creak,John Kane and Thomas Drugman and Christer Gobl,2013,27,Computer Speech &amp; Language
10.1016/j.csl.2013.03.003,"Synthesis and perception of breathy, normal, and Lombard speech in the presence of noise",Tuomo Raitio and Antti Suni and Martti Vainio and Paavo Alku,2014,16,Computer Speech &amp; Language
10.1016/s0885-2308(01)90176-7,Announcement 2001 Computer Speech and Language Paper Award,,2001,0,Computer Speech &amp; Language
10.1016/j.csl.2018.04.006,Design of mixture of GMMs for Query-by-Example Spoken Term Detection,Maulik C. Madhavi and Hemant A. Patil,2018,4,Computer Speech &amp; Language
10.1016/j.csl.2013.03.005,An adaptive post-filtering method producing an artificial Lombard-like effect for intelligibility enhancement of narrowband telephone speech,Emma Jokinen and Marko Takanen and Martti Vainio and Paavo Alku,2014,12,Computer Speech &amp; Language
10.1016/j.csl.2020.101183,Investigation of learning abilities on linguistic features in sequence-to-sequence text-to-speech synthesis,Yusuke Yasuda and Xin Wang and Junichi Yamagishi,2021,4,Computer Speech &amp; Language
10.1016/j.csl.2018.05.003,Reducing footprint of unit selection based text-to-speech system using compressed sensing and sparse representation,Pulkit Sharma and Vinayak Abrol and n.m. Nivedita and Anil Kumar Sao,2018,9,Computer Speech &amp; Language
10.1016/j.csl.2019.03.007,Polysemy and brevity versus frequency in language,Bernardino Casas and Antoni Hernández-Fernández and Neus Català and Ramon Ferrer-i-Cancho and Jaume Baixeries,2019,9,Computer Speech &amp; Language
10.1016/j.csl.2004.10.001,2004 computer speech and language paper award,,2005,1,Computer Speech &amp; Language
10.1016/j.csl.2015.10.003,Speaker-adapted confidence measures for speech recognition of video lectures,Isaias Sanchez-Cortina and Jesús Andrés-Ferrer and Alberto Sanchis and Alfons Juan,2016,4,Computer Speech &amp; Language
10.1016/j.csl.2012.01.004,Factors that affect the accuracy of text-based language identification,Gerrit Reinier Botha and Etienne Barnard,2012,22,Computer Speech &amp; Language
10.1016/j.csl.2017.12.011,On the use of acoustic features for automatic disambiguation of homophones in spontaneous German,Barbara Schuppler and Tobias Schrank,2018,1,Computer Speech &amp; Language
10.1016/j.csl.2011.04.001,Training speech translation from audio recordings of interpreter-mediated communication,Matthias Paulik and Alex Waibel,2013,1,Computer Speech &amp; Language
10.1016/j.csl.2005.12.001,‘Early recognition’ of polysyllabic words in continuous speech,Odette Scharenborg and Louis ten Bosch and Lou Boves,2007,2,Computer Speech &amp; Language
10.1016/s0885-2308(19)30286-4,Editorial Board,,2020,0,Computer Speech &amp; Language
10.1016/j.csl.2018.11.002,An automated assessment framework for atypical prosody and stereotyped idiosyncratic phrases related to autism spectrum disorder,Ming Li and Dengke Tang and Junlin Zeng and Tianyan Zhou and Huilin Zhu and Biyuan Chen and Xiaobing Zou,2019,23,Computer Speech &amp; Language
10.1016/j.csl.2014.04.004,Paraphrastic language models,X. Liu and M.J.F. Gales and P.C. Woodland,2014,4,Computer Speech &amp; Language
10.1016/s0885-2308(19)30289-x,Publisher Note,,2020,0,Computer Speech &amp; Language
10.1016/j.csl.2020.101115,Replay anti-spoofing countermeasure based on data augmentation with post selection,Yuanjun Zhao and Roberto Togneri and Victor Sreeram,2020,3,Computer Speech &amp; Language
10.1016/j.csl.2013.04.009,Prior and contextual emotion of words in sentential context,Diman Ghazi and Diana Inkpen and Stan Szpakowicz,2014,31,Computer Speech &amp; Language
10.1016/j.csl.2003.10.001,Broadcast news LM adaptation over time,Marcello Federico and Nicola Bertoldi,2004,8,Computer Speech &amp; Language
10.1016/j.csl.2017.04.009,Constructing a Natural Language Inference dataset using generative neural networks,Janez Starc and Dunja Mladenić,2017,2,Computer Speech &amp; Language
10.1016/s0885-2308(04)00052-x,Subject index to volume 18,,2004,0,Computer Speech &amp; Language
10.1016/j.csl.2009.05.001,Joint evaluation of multiple speech patterns for speech recognition and training,Nishanth Ulhas Nair and T.V. Sreenivas,2010,8,Computer Speech &amp; Language
10.1006/csla.2000.0166,Union: a model for partial temporal corruption of speech,Ji Ming and F. Jack Smith,2001,6,Computer Speech &amp; Language
10.1016/j.csl.2017.06.003,Automatic quality estimation for ASR system combination,Shahab Jalalvand and Matteo Negri and Daniele Falavigna and Marco Matassoni and Marco Turchi,2018,3,Computer Speech &amp; Language
10.1016/j.csl.2015.01.004,Latent semantics in language models,Tomáš Brychcín and Miloslav Konopík,2015,3,Computer Speech &amp; Language
10.1016/j.csl.2009.02.005,Spoken emotion recognition through optimum-path forest classification using glottal features,Alexander I. Iliev and Michael S. Scordilis and João P. Papa and Alexandre X. Falcão,2010,65,Computer Speech &amp; Language
10.1016/j.csl.2005.07.001,NIST and NFI-TNO evaluations of automatic speaker recognition,David A. van Leeuwen and Alvin F. Martin and Mark A. Przybocki and Jos S. Bouten,2006,43,Computer Speech &amp; Language
10.1016/j.csl.2010.07.002,Special issue of computer speech and language on “affective speech in real-life interactions”,Laurence Devillers and Nick Campbell,2011,4,Computer Speech &amp; Language
10.1016/j.csl.2013.07.002,Shape-based modeling of the fundamental frequency contour for emotion detection in speech,Juan Pablo Arias and Carlos Busso and Nestor Becerra Yoma,2014,29,Computer Speech &amp; Language
10.1016/j.csl.2015.06.003,Robust discriminative training against data insufficiency in PLDA-based speaker verification,Johan Rohdin and Sangeeta Biswas and Koichi Shinoda,2016,5,Computer Speech &amp; Language
10.1016/j.csl.2016.05.001,Parametric representation of excitation source information for language identification,Dipanjan Nandi and Debadatta Pati and K. Sreenivasa Rao,2017,13,Computer Speech &amp; Language
10.1016/j.csl.2017.11.002,Automatic orthographic error tagging and classification for German texts,Kay Berkling and Rémi Lavalley,2018,1,Computer Speech &amp; Language
10.1016/j.csl.2018.08.003,Associative knowledge feature vector inferred on external knowledge base for dialog state tracking,Yukitoshi Murase and Yoshino Koichiro and Satoshi Nakamura,2019,2,Computer Speech &amp; Language
10.1016/j.csl.2022.101404,Offensive language detection in Tamil YouTube comments by adapters and cross-domain knowledge transfer,Malliga Subramanian and Rahul Ponnusamy and Sean Benhur and Kogilavani Shanmugavadivel and Adhithiya Ganesan and Deepti Ravi and Gowtham Krishnan Shanmugasundaram and Ruba Priyadharshini and Bharathi Raja Chakravarthi,2022,4,Computer Speech &amp; Language
10.1016/j.csl.2022.101433,A benchmark dataset for Turkish data-to-text generation,Seniz Demir and Seza Oktem,2023,0,Computer Speech &amp; Language
10.1016/j.csl.2022.101448,Tamil Handwritten Character Recognition System using Statistical Algorithmic Approaches,M. Antony Robert Raj and S. Abirami and S.M. Shyni,2023,0,Computer Speech &amp; Language
10.1016/j.csl.2022.101461,FinD: Fine-grained discrepancy-based fake news detection enhanced by event abstract generation,Jia Wang and Min Gao and Yinqiu Huang and Kai Shu and Hualing Yi,2023,0,Computer Speech &amp; Language
10.1016/j.csl.2021.101203,Automatic detection of pharyngeal fricatives in cleft palate speech using acoustic features based on the vocal tract area spectrum,Jia Fu and Fei He and Heng Yin and Ling He,2021,1,Computer Speech &amp; Language
10.1016/j.csl.2021.101266,Sentence transition matrix: An efficient approach that preserves sentence semantics,Myeongjun Jang and Pilsung Kang,2022,0,Computer Speech &amp; Language
10.1016/j.csl.2021.101197,GEPC: Global embeddings with PID control,Ning Gong and Nianmin Yao and Ziying Lv and Shibin Wang,2021,0,Computer Speech &amp; Language
10.1016/j.csl.2021.101245,Adaptive line enhancer for nonstationary harmonic noise reduction,Aviva Atkins and Israel Cohen and Jacob Benesty,2021,0,Computer Speech &amp; Language
10.1016/j.csl.2019.101034,State gradients for analyzing memory in LSTM language models,Lyan Verwimp and Hugo Van hamme and Patrick Wambacq,2020,7,Computer Speech &amp; Language
10.1016/j.csl.2021.101299,Towards a unified assessment framework of speech pseudonymisation,Paul-Gauthier Noé and Andreas Nautsch and Nicholas Evans and Jose Patino and Jean-François Bonastre and Natalia Tomashenko and Driss Matrouf,2022,2,Computer Speech &amp; Language
10.1016/j.csl.2017.12.003,Annotating and modeling empathy in spoken conversations,Firoj Alam and Morena Danieli and Giuseppe Riccardi,2018,25,Computer Speech &amp; Language
10.1016/j.csl.2008.11.001,Super-human multi-talker speech recognition: A graphical modeling approach,John R. Hershey and Steven J. Rennie and Peder A. Olsen and Trausti T. Kristjansson,2010,90,Computer Speech &amp; Language
10.1016/j.csl.2012.01.003,Human and computer recognition of regional accents and ethnic groups from British English speech,A. Hanani and M.J. Russell and M.J. Carey,2013,57,Computer Speech &amp; Language
10.1016/j.csl.2021.101201,Deep ad-hoc beamforming,Xiao-Lei Zhang,2021,3,Computer Speech &amp; Language
10.1016/j.csl.2020.101163,On the use of blind channel response estimation and a residual neural network to detect physical access attacks to speaker verification systems,Anderson R. Avila and Jahangir Alam and Fabiano O. Costa Prado and Douglas O’Shaughnessy and Tiago H. Falk,2021,1,Computer Speech &amp; Language
10.1016/j.csl.2013.08.001,A fuzzy classifier to deal with similarity between labels on automatic prosodic labeling,David Escudero-Mancebo and César González-Ferreras and Carlos Vivaracho-Pascual and Valentín Cardeñoso-Payo,2014,8,Computer Speech &amp; Language
10.1016/j.csl.2021.101339,Automatic detection of behavioural codes in team interactions,Madina Hasan and Nicholas Jefferson and Thomas Hain and Jeremy Dawson,2022,0,Computer Speech &amp; Language
10.1016/j.csl.2022.101388,Stochastic Data-to-Text Generation Using Syntactic Dependency Information,Elham Seifossadat and Hossein Sameti,2022,1,Computer Speech &amp; Language
10.1016/j.csl.2021.101301,Effectiveness of energy separation-based instantaneous frequency estimation for cochlear cepstral features for synthetic and voice-converted spoofed speech detection,Ankur T. Patil and Hemant A. Patil and Kuldeep Khoria,2022,3,Computer Speech &amp; Language
10.1016/j.csl.2021.101327,An investigation of neural uncertainty estimation for target speaker extraction equipped RNN transducer,Jiatong Shi and Chunlei Zhang and Chao Weng and Shinji Watanabe and Meng Yu and Dong Yu,2022,0,Computer Speech &amp; Language
10.1016/j.csl.2022.101383,PLDA inspired Siamese networks for speaker verification,Shreyas Ramoji and Prashant Krishnan and Sriram Ganapathy,2022,2,Computer Speech &amp; Language
10.1016/j.csl.2021.101340,Talking-heads attention-based knowledge representation for link prediction,Shirui Wang and Wen’an Zhou and Qiang Zhou,2022,0,Computer Speech &amp; Language
10.1016/j.csl.2005.07.005,Beyond ASR 1-best: Using word confusion networks in spoken language understanding,Dilek Hakkani-Tür and Frédéric Béchet and Giuseppe Riccardi and Gokhan Tur,2006,65,Computer Speech &amp; Language
10.1016/j.csl.2022.101462,Automatic offline annotation of turn-taking transitions in task-oriented dialogue,Pablo Brusco and Agustín Gravano,2023,0,Computer Speech &amp; Language
10.1016/j.csl.2016.10.005,The third ‘CHiME’ speech separation and recognition challenge: Analysis and outcomes,Jon Barker and Ricard Marxer and Emmanuel Vincent and Shinji Watanabe,2017,54,Computer Speech &amp; Language
10.1006/csla.2001.0184,Weighted finite-state transducers in speech recognition,Mehryar Mohri and Fernando Pereira and Michael Riley,2002,431,Computer Speech &amp; Language
10.1016/j.csl.2004.05.008,Evaluation of BIC-based algorithms for audio segmentation,Mauro Cettolo and Michele Vescovi and Romeo Rizzi,2005,29,Computer Speech &amp; Language
10.1016/j.csl.2019.03.001,Joint dialog act segmentation and recognition in human conversations using attention to dialog context,Tianyu Zhao and Tatsuya Kawahara,2019,5,Computer Speech &amp; Language
10.1016/j.csl.2011.03.003,A comparative study of glottal source estimation techniques,Thomas Drugman and Baris Bozkurt and Thierry Dutoit,2012,73,Computer Speech &amp; Language
10.1016/j.csl.2012.02.004,Spotting glottal stop in Amharic in continuous speech,Hussien Seid and B. Yegnanarayana and S. Rajendran,2012,2,Computer Speech &amp; Language
10.1016/s0885-2308(22)00033-x,Editorial Board,,2022,0,Computer Speech &amp; Language
10.1016/j.csl.2017.05.002,Unsupervised crosslingual adaptation of tokenisers for spoken language recognition,Raymond W.M. Ng and Mauro Nicolao and Thomas Hain,2017,4,Computer Speech &amp; Language
10.1016/j.csl.2021.101232,Glottal features for classification of phonation type from speech and neck surface accelerometer signals,Sudarsana Reddy Kadiri and Paavo Alku,2021,5,Computer Speech &amp; Language
10.1006/csla.2000.0148,Detection of phonological features in continuous speech using neural networks,Simon King and Paul Taylor,2000,101,Computer Speech &amp; Language
10.1016/j.csl.2022.101424,A new speech corpus of super-elderly Japanese for acoustic modeling,Meiko Fukuda and Ryota Nishimura and Hiromitsu Nishizaki and Koharu Horii and Yurie Iribe and Kazumasa Yamamoto and Norihide Kitaoka,2023,0,Computer Speech &amp; Language
10.1016/j.csl.2018.11.003,Synthesising visual speech using dynamic visemes and deep learning architectures,Ausdang Thangthai and Ben Milner and Sarah Taylor,2019,10,Computer Speech &amp; Language
10.1016/j.csl.2020.101143,An online multi-source summarization algorithm for text readability in topic-based search,Arturo Curiel and Claudio Gutiérrez-Soto and José-Rafael Rojano-Cáceres,2021,7,Computer Speech &amp; Language
10.1016/j.csl.2009.03.008,Modelling text prediction systems in low- and high-inflected languages,Nestor Garay-Vitoria and Julio Abascal,2010,4,Computer Speech &amp; Language
10.1016/s0885-2308(02)00029-3,Spoken language generation,Marilyn A Walker and Owen C Rambow,2002,4,Computer Speech &amp; Language
10.1016/j.csl.2007.09.002,User simulation in a stochastic dialog system,Francisco Torres and Emilio Sanchis and Encarna Segarra,2008,13,Computer Speech &amp; Language
10.1016/j.csl.2007.03.003,Automatic phonetic transcription of large speech corpora,Christophe Van Bael and Lou Boves and Henk van den Heuvel and Helmer Strik,2007,12,Computer Speech &amp; Language
10.1016/s0885-2308(03)00006-8,A probabilistic framework for segment-based speech recognition,James R Glass,2003,121,Computer Speech &amp; Language
10.1016/j.csl.2007.07.005,Cross-validation and aggregated EM training for robust parameter estimation,Takahiro Shinozaki and Mari Ostendorf,2008,17,Computer Speech &amp; Language
10.1016/j.csl.2014.03.002,Data-driven detection and analysis of the patterns of creaky voice,Thomas Drugman and John Kane and Christer Gobl,2014,27,Computer Speech &amp; Language
10.1016/j.csl.2004.11.001,Genericity and portability for task-independent speech recognition,Fabrice Lefevre and Jean-Luc Gauvain and Lori Lamel,2005,5,Computer Speech &amp; Language
10.1016/j.csl.2012.07.005,Multiple cameras for audio-visual speech recognition in an automotive environment,Rajitha Navarathna and David Dean and Sridha Sridharan and Patrick Lucey,2013,14,Computer Speech &amp; Language
10.1016/j.csl.2019.01.003,CV Retrieval System based on job description matching using hybrid word embeddings,Francis C. Fernández-Reyes and Suraj Shinde,2019,3,Computer Speech &amp; Language
10.1016/j.csl.2018.02.004,Affective and behavioural computing: Lessons learnt from the First Computational Paralinguistics Challenge,Björn Schuller and Felix Weninger and Yue Zhang and Fabien Ringeval and Anton Batliner and Stefan Steidl and Florian Eyben and Erik Marchi and Alessandro Vinciarelli and Klaus Scherer and Mohamed Chetouani and Marcello Mortillaro,2019,23,Computer Speech &amp; Language
10.1016/j.csl.2009.07.001,Evaluation of a hierarchical reinforcement learning spoken dialogue system,Heriberto Cuayáhuitl and Steve Renals and Oliver Lemon and Hiroshi Shimodaira,2010,31,Computer Speech &amp; Language
10.1016/j.csl.2013.08.002,Analysis of voice features related to obstructive sleep apnoea and their application in diagnosis support,Ana Montero Benavides and Rubén Fernández Pozo and Doroteo T. Toledano and José Luis Blanco Murillo and Eduardo López Gonzalo and Luis Hernández Gómez,2014,24,Computer Speech &amp; Language
