DOI,Título,Autores,Año,Citas,Revista
10.3906/elk-1804-163,Detecting slow wave sleep and rapid eye movement stage using cortical effective connectivity,Aminollah GOLROU and Ali SHEIKHANI and Ali MOTIE NASRABADI and Mohammad Reza SAEBIPOUR,2018,5,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1501-236,New use of the HITS algorithm for fast web page classification,Mohamed Nadjib MEADI and Mohamed Chaouki BABAHENINI and Abdelmalik TALEB AHMED,2017,3,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1411-57,Periodic control for the cart pendulum system with structured uncertainty,Arindam CHAKRABORTY and Jayati DEY,2017,5,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1306-163,Exact solution of conducting half plane problems in terms of a rapidly convergent series and an application of the multiplicative calculus,Ali UZER,2015,7,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1309-231,Research on switched reluctance machine drive topology and control strategies for electric vehicles,He CHENG and Hao CHEN and Lei MA and Guojun YU,2016,4,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1606-480,Improved IIR-type fractional order digital integrators using cat swarm optimization,SHIBENDU MAHATA and SUMAN KUMAR SAHA and RAJIB KAR and DURBADAL MANDAL,2018,2,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1710-155,Genetic programming-based pseudorandom number generator for wireless identification and sensing platform,Cem KÖSEMEN and Gökhan DALKILIÇ and Ömer AYDIN,2018,4,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1607-103,An adaptive clustering segmentation algorithm based on FCM,Jun YANG and Yun-sheng KE and Mao-zheng WANG,2017,5,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1404-292,Wind farm based on DFIG entirely interfaced with 14-node distribution network: power control and voltage regulation,Rabah BABOURI and Ounissa AOUCHENNI and Djamel AOZELLAG and Kaci GHEDAMSI,2016,0,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1402-45,Gain and coherence collapse condition for a laser diode with optoelectronic feedback using Volterra series,Remzi YILDIRIM and Hüseyin CANBOLAT,2016,0,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1304-55,Decode-and-forward relaying based on orthogonalcomplementary codes,Refik Çağlar KIZILIRMAK,2015,0,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1404-273,An elegant emergence of optimal siting and sizing of multiple distributed generators used for transmission congestion relief,Rajamanickam Manickaraj SASIRAJA and Velu SURESH KUMAR and Sankaralingam PONMANI,2015,5,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1306-111,Analysis and design of an interleaved current-fed high step-up quasi-resonant DC-DC converter for fuel cell applications,Sina SALEHI and Behrooz VAHIDI and Jafar MILI MONFARED and Meghdad TAHERI and Hadi MORADI,2015,4,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1308-51,Research on heat dissipation and cooling optimization of a power converter in natural convection,Yang XU and Hao CHEN and Zhentao HU and Hui ZENG and Qianlong WANG,2015,1,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1210-37,Kernel Fisher discriminant analysis of Gabor features for online palmprint verification,Murat EKİNCİ and Murat AYKUT,2016,2,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1306-228,A new bitwise voting strategy for safety-critical systems with binary decisions,Mustafa Seçkin DURMUŞ and Oytun ERİŞ and Uğur YILDIRIM and Mehmet Turan SÖYLEMEZ,2015,6,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1312-43,A parametric study on privatization revenues of the electricity distribution companies in Turkey,Ercan İZGİ and Selim AY,2016,0,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1307-129,An experimental study of coarse-grained reconfigurable system-on-chip-based software-defined radio,Janakiraman NITHIYANANTHAM and Nirmal Kumar PALANISAMY,2016,0,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1401-48,Wideband analysis of planar scalable antennas and PEC bodies using CBFM,Sema Nur KOÇ and Adnan KÖKSAL,2016,1,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1507-204,Low power 3rd order feedforward sigma delta ADC design,Feyyaz Melih AKÇAKAYA and Günhan DÜNDAR,2017,0,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1410-56,A hybrid tracking system for image-guided spine surgery using a tracked mobile C-arm: a phantom study,Peyman GHOBADI AZBARI and Alireza AHMADIAN and Hooshang SABERI and Mohammadreza AY and Mostafa ABDOLGHAFFAR and Keyvan AMINI KHOIY,2017,1,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1510-90,Enhanced hybrid method of divide-and-conquer and RBF neural networks for function approximation of complex problems,Mohammed AWAD,2017,1,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1507-270,Adaptive control of pure-feedback systems in the presence of parametric uncertainties,Mehrnoosh ASADI and Heydar TOOSSIAN SHANDIZ,2017,1,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1311-27,Specification and formal verification of safety properties in a point automation system,İbrahim ŞENER and Özgür Turay KAYMAKÇI and İlker ÜSTOĞLU and Galip CANSEVER,2016,2,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1302-68,A MapReduce-based distributed SVM algorithm for binary classification,Ferhat Özgür ÇATAK and Mehmet Erdal BALABAN,2016,11,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1501-83,Direct radio frequency sampling methodology for multiple signals in an energy-sparse spectrum,Tauqeer AHMED and Noor Muhammad KHAN,2016,3,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1502-108,An interval-based contingency selection approach considering uncertainty,Chao XU and Wei GU and Lizi LUO and Jianguo YAO and Shengchun YANG and Ke WANG and Dan ZENG and Miao FAN,2016,0,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1403-30,Shunt active power filter control for compensating current power quality problems in three-phase three-wire systems based on an adaptive notch filter,Seyed Hossein TABATABAEI and Mehran MOSLEHI BAJESTAN and Alireza JALILIAN,2016,0,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1405-139,Design and analysis of a magnetically levitated axial flux BLDC motor for a ventricular assist device (VAD),Ahmet FENERCİOĞLU,2016,1,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1408-114,An intelligent approach in delay tolerant network routing,Azadeh OMIDVAR and Karim MOHAMMADI,2017,1,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1402-87,Dynamic analysis of a modular isolated bidirectional dc-dc converter for high power applications,Farzad SEDAGHATI and Seyed Hossein HOSSEINI and Mehran SABAHI and Gevorg BABAMALEK GHAREHPETIAN,2016,0,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1410-76,A new step-size searching algorithm based on fuzzy logic and neural networks for LMS adaptive beamforming systems,Walter OROZCO-TUPACYUPANQUI and Mariko NAKANO-MIYATAKE and Hector PEREZ-MEANA,2016,1,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1410-83,Internet-based multiuser in-circuit emulator design for 8051 microprocessors,Kubilay TAŞDELEN and Akif KUTLU,2016,0,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1506-126,Protein fold classification with Grow-and-Learn network,Özlem POLAT and Zümray DOKUR,2017,4,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1411-36,Time series adapted supervised fuzzy discretization: an application to ECG signals,Umut ORHAN,2016,1,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1403-318,Evolutionary optimized discrete Tchebichef moments for image compression applications,Abdul Hameed RAGAMATHUNISA BEGUM and Duraisamy MANIMEGALI and Ameerbasha ABUDHAHIR and Subramanian BASKAR,2016,3,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1604-341,Investigation of adaptive control of robot manipulators with uncertain features for trajectory tracking employing HIL simulation technique,Senthil Kumar JAGATHEESA PERUMAL and Senthil Kumar NATARAJAN,2017,1,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1601-186,Rapidly converging solution for p-centers in nonconvex regions,Monika MANGLA and Deepak GARG,2017,2,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1507-209,Reconstruction of a single square pulse originally having 40 ps width coming from a lossy and noisy channel in a point to point interconnect,Alak MAJUMDER and Bidyut BHATTACHARYYA,2017,2,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1601-94,An experimental study of indoor RSS-based RF fingerprinting localization using GSM and Wi-Fi signals,Gökhan ÇELİK and Hasari ÇELEBİ and Hakan Paşa PARTAL and Engin ZEYDAN and İlyas Alper KARATEPE and Ahmet Salih ER,2017,4,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1306-197,Modified hexagonal Sierpinski gasket-based antenna design with multiband and miniaturized characteristics for UWB wireless communication,Ademola Oluwaseun KAKA and Mehmet TOYCAN,2016,2,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1505-251,Two-group decodable distributed differential space-time code for wireless relay networks based on SAST codes,Obada ABDALLAH and Ammar ABU-HUDROUSS,2017,0,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1604-40,Analysis of a joined split-ring FSS structure characterized by three resonant frequencies and a tuned enhanced band using the WCIP method,Manel AOUISSI and Mohammed TITAOUINE and Thayuan Rolim de SOUSA and Ibtissem ADOUI and Alfredo GOMES NETO and Henri BAUDRAND,2017,4,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1304-206,A switchable approach to large object allocation in real-time Java,Veysel Harun ŞAHİN and Ümit KOCABIÇAK,2016,0,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1508-89,"Turkish synonym identification from multiple resources: monolingual corpus, mono/bilingual online dictionaries, and WordNet",Tuğba YILDIZ and Banu DİRİ and Savaş YILDIRIM,2017,0,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1311-259,Speciation-based genetic algorithm in analog circuit design,Hasari KARCİ and Gülay TOHUMOĞLU and Arif NACAROĞLU,2016,0,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1309-59,A generalized design method for multifunction converters used in a photovoltaic system,Trung Nhan NGUYEN and An LUO,2016,0,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1307-162,Comparative study of drive systems using vector-controlled PMSM fed by a matrix converter and a conventional frequency converter,Pawel SZCZESNIAK and Konrad URBANSKI and Zbigniew FEDYCZAK and Krzysztof ZAWIRSKI,2016,6,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1401-22,A location aware history-based approach for network selection in heterogeneous wireless networks,Amir Hosein JAFARI and Hadi Shahriar SHAHHOSEINI,2016,15,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1402-310,A new ABC-based multiobjective optimization algorithm with an improvement approach (IBMO: improved bee colony algorithm for multiobjective optimization),Tahir SAĞ and Mehmet CANKUŞ,2016,3,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1403-117,Predicting acute hypotensive episode by using hybrid features and a neuro-fuzzy network,Marzieh ABBASINIA and Fardad FAROKHI and Shahram JAVADI,2016,0,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1310-245,Sensorless velocity and direction angle control of an unmanned vehicle,Abdullah BAŞÇİ and Adnan DERDİYOK,2016,0,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1410-175,Low leakage power gating technique for subnanometer CMOS circuits,Kavitha MANICKAM and Govindaraj THANGAVEL,2016,1,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1510-18,Design and test of a new development FPGA board for mobile robot research,Baligh NAJI and Chokri ABDELMOULA and Karim ABBES and Mohamed MASMOUDI,2017,1,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1311-159,Computation of the scattered fields from an arbitrary discontinuity on a perfectly conducting ground plane by a decomposition method,Uğur SAYNAK and Ahmet KIZILAY,2016,2,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1501-154,High photoresponse from solution processed conventional and inverted ultraviolet photodetectors,Görkem MEMİŞOĞLU and Canan VARLIKLI,2016,1,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1411-182,A robust undervoltage load shedding scheme against voltage instability,Iman KAFFASHAN and Seyed Mohammad Taghi MIRALI MORTEZAEE and Turaj AMRAEE,2016,3,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1504-59,Pure fuzzy Hall effect sensors for permanent magnet synchronous motor,İbrahim ALIŞKAN and Rüstem YILMAZEL,2016,0,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1405-95,Energy-efficient and environmentally friendly power dispatch by trigeneration with renewable energy and energy storage,Faisal PAZHERI and Mohd Fauzi OTHMAN and Nazar H. MALIK and Abdulrehman Ali AL-ARAINY,2016,3,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1408-34,The impact of sampling frequency and amplitude modulation index on low order harmonics in a 3-phase SV-PVM voltage source inverter,Qamil KABASHI and Myzafere LIMANI and Nebi CAKA and Milaim ZABELI,2017,1,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1512-83,"Novel patch antenna for multiband cellular, WiMAX, and WLAN applications",Jahanzeb Sarwar MALIK and Umair RAFIQUE and Syed Ahsan ALI and Muhammad Arif KHAN,2017,3,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1512-192,TRNSYS simulation of solar chimney power plants with a heat storage layer,Fei CAO and Yufei MAO and Tianyu ZHU and Liang ZHAO,2017,2,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1602-277,Adaptive sliding mode with time delay control based on convolutions for power flow reference tracking using a VSC-HVDC system,Amar HAMACHE and Mohand Outaher BENSIDHOUM and Hachemi CHEKIREB,2017,0,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1504-249,Comparing of phase shifting method and one-dimensional continuous wavelet transform method for reconstruction using phase-only information,Gülhan USTABAŞ KAYA and Zehra SARAÇ,2017,1,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1606-400,Taller Peaks: an improved spike detection algorithm that simultaneously reduces type I and type II errors for Wave{\_}clus,Murat OKATAN,2017,0,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1606-259,Temporal preconditioners for marching-on-in-time-based time domain integral equation solvers,Hüseyin Arda ÜLKÜ,2017,0,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1207-7,A new edge-preserving algorithm based on the CIE- Lu''v'' color space for color contrast enhancement,Mohammad ZOLFAGHARI and Mehran YAZDI,2014,2,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1207-47,New throughput-based antenna selection scheme,Mohammad LARI and Abbas MOHAMMADI and Abdolali ABDIPOUR,2014,7,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1204-17,The design of an embedded spinal cord stimulator,Fikret YALÇINKAYA and Ali ERBAŞ,2014,1,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1204-54,Model-free controller with an observer applied in real-time to a 3-DOF helicopter,Ahsene BOUBAKIR and Salim LABIOD and Fares BOUDJEMA and Franck PLESTAN,2014,3,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1212-109,Bandwidth extension of narrowband speech in log spectra domain using neural network,Sara POURMOHAMMADI and Mansour VALI and Mohsen GHADYANI,2015,0,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1211-162,Optimal reactive power flow solution in multiterminal AC-DC systems based on artificial bee colony algorithm,Faruk YALÇIN and Uğur ARİFOĞLU,2014,7,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1302-45,An OFDM throughput analysis for cognitive radio application in contiguous or noncontiguous TV white spaces,Cebrail ÇİFLİKLİ and Ahmet Turgut TUNCER and Yusuf ÖZTÜRK,2015,0,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1304-150,A fourth-order accurate compact 2-D FDFD method for waveguide problems,Lokman KUZU,2015,0,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1301-20,Horizontal dilution of precision-based ultra-wideband positioning technique for indoor environments,Kerem KÜÇÜK,2014,3,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1306-224,A test and simulation device for Doppler-based fetal heart rate monitoring,Ahmet MERT and Mana SEZDİ and Aydın AKAN,2015,5,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1301-164,Demand response in the day-ahead operation of an isolated microgrid in the presence of uncertainty of wind power,Javad OLAMAEI and Saleh ASHOURI,2015,2,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1303-13,Automatic classification of harmonic data using $k$-means and least square support vector machine,Hüseyin ERİŞTİ and Vedat TÜMEN and Özal YILDIRIM and Belkıs ERİŞTİ and Yakup DEMİR,2015,2,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1209-31,Contrast enhancement using linear image combinations algorithm (CEULICA) for enhancing brain magnetic resonance images,Burak YILMAZ and Yüksel ÖZBAY,2014,4,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1301-190,A penalty function method for designing efficient robust classifiers with input space optimal separating surfaces,Ayşegül UÇAR and Yakup DEMİR and Cüneyt GÜZELİŞ,2014,12,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1303-177,Assessment of vehicular transportation quality via smartphones,Ahmet Alper TECİMER and Ziya Cihan TAYŞİ and Ali Gökhan YAVUZ and Mine Elif KARSLIGİL YAVUZ,2015,5,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1305-85,Load management in a distributed multimedia streaming environment using a fault-tolerant hierarchical system,Hadi Işık AYBAY and Mohammad Ahmed SHAH,2015,0,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1402-267,Integration of wind power for optimal power system black-start restoration,Amany El-ZONKOLY,2015,8,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1304-45,Type III compensated voltage mode line feedforward synchronously rectified boost converter for driving Class D audio H-bridge to deliver 7 W peak power into an 8 $\Omega$ speaker,Yavuz KILIÇ,2015,0,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1306-98,Improving the drain-current expression of BSIM4 for hot-carrier degradation modeling that is suitable for analog applications,Gürsel DÜZENLİ,2015,0,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1311-45,System identification by using migrating birds optimization algorithm: a comparative performance analysis,Hasan MAKAS and Nejat YUMUŞAK,2016,3,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1310-158,The process of creeping discharge-caused damage on oil/pressboard insulation,Ruijin LIAO and Ende HU and Lijun YANG and Lian DUAN,2016,4,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1306-88,Stochastic congestion management considering power system uncertainties: a chance-constrained programming approach,Mehrdad HOJJAT and Mohammad Hossein JAVIDI and Dariush YAZDANPANAH,2016,1,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1305-114,"The parallel resonance impedance detection method for parameter estimation of power line and transformer by using CSA, GA, and PSO",Bahadır AKBAL and Abdullah ÜRKMEZ,2016,5,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
10.3906/elk-1402-250,PLEA: Parametric loop bound estimation in WCET analysis,Saeed PARSA and Mehdi SAKHAEI-NIA,2016,2,TURKISH JOURNAL OF ELECTRICAL ENGINEERING &amp; COMPUTER SCIENCES
